"","play_id","game_id","home_team","away_team","posteam","posteam_type","defteam","side_of_field","yardline_100","game_date","quarter_seconds_remaining","half_seconds_remaining","game_seconds_remaining","game_half","quarter_end","drive","sp","qtr","down","goal_to_go","time","yrdln","ydstogo","ydsnet","desc","play_type","yards_gained","shotgun","no_huddle","qb_dropback","qb_kneel","qb_spike","qb_scramble","pass_length","pass_location","air_yards","yards_after_catch","run_location","run_gap","field_goal_result","kick_distance","extra_point_result","two_point_conv_result","home_timeouts_remaining","away_timeouts_remaining","timeout","timeout_team","td_team","posteam_timeouts_remaining","defteam_timeouts_remaining","total_home_score","total_away_score","posteam_score","defteam_score","score_differential","posteam_score_post","defteam_score_post","score_differential_post","no_score_prob","opp_fg_prob","opp_safety_prob","opp_td_prob","fg_prob","safety_prob","td_prob","extra_point_prob","two_point_conversion_prob","ep","epa","total_home_epa","total_away_epa","total_home_rush_epa","total_away_rush_epa","total_home_pass_epa","total_away_pass_epa","air_epa","yac_epa","comp_air_epa","comp_yac_epa","total_home_comp_air_epa","total_away_comp_air_epa","total_home_comp_yac_epa","total_away_comp_yac_epa","total_home_raw_air_epa","total_away_raw_air_epa","total_home_raw_yac_epa","total_away_raw_yac_epa","wp","def_wp","home_wp","away_wp","wpa","home_wp_post","away_wp_post","total_home_rush_wpa","total_away_rush_wpa","total_home_pass_wpa","total_away_pass_wpa","air_wpa","yac_wpa","comp_air_wpa","comp_yac_wpa","total_home_comp_air_wpa","total_away_comp_air_wpa","total_home_comp_yac_wpa","total_away_comp_yac_wpa","total_home_raw_air_wpa","total_away_raw_air_wpa","total_home_raw_yac_wpa","total_away_raw_yac_wpa","punt_blocked","first_down_rush","first_down_pass","first_down_penalty","third_down_converted","third_down_failed","fourth_down_converted","fourth_down_failed","incomplete_pass","touchback","interception","punt_inside_twenty","punt_in_endzone","punt_out_of_bounds","punt_downed","punt_fair_catch","kickoff_inside_twenty","kickoff_in_endzone","kickoff_out_of_bounds","kickoff_downed","kickoff_fair_catch","fumble_forced","fumble_not_forced","fumble_out_of_bounds","solo_tackle","safety","penalty","tackled_for_loss","fumble_lost","own_kickoff_recovery","own_kickoff_recovery_td","qb_hit","rush_attempt","pass_attempt","sack","touchdown","pass_touchdown","rush_touchdown","return_touchdown","extra_point_attempt","two_point_attempt","field_goal_attempt","kickoff_attempt","punt_attempt","fumble","complete_pass","assist_tackle","lateral_reception","lateral_rush","lateral_return","lateral_recovery","passer_player_id","passer_player_name","receiver_player_id","receiver_player_name","rusher_player_id","rusher_player_name","lateral_receiver_player_id","lateral_receiver_player_name","lateral_rusher_player_id","lateral_rusher_player_name","lateral_sack_player_id","lateral_sack_player_name","interception_player_id","interception_player_name","lateral_interception_player_id","lateral_interception_player_name","punt_returner_player_id","punt_returner_player_name","lateral_punt_returner_player_id","lateral_punt_returner_player_name","kickoff_returner_player_name","kickoff_returner_player_id","lateral_kickoff_returner_player_id","lateral_kickoff_returner_player_name","punter_player_id","punter_player_name","kicker_player_name","kicker_player_id","own_kickoff_recovery_player_id","own_kickoff_recovery_player_name","blocked_player_id","blocked_player_name","tackle_for_loss_1_player_id","tackle_for_loss_1_player_name","tackle_for_loss_2_player_id","tackle_for_loss_2_player_name","qb_hit_1_player_id","qb_hit_1_player_name","qb_hit_2_player_id","qb_hit_2_player_name","forced_fumble_player_1_team","forced_fumble_player_1_player_id","forced_fumble_player_1_player_name","forced_fumble_player_2_team","forced_fumble_player_2_player_id","forced_fumble_player_2_player_name","solo_tackle_1_team","solo_tackle_2_team","solo_tackle_1_player_id","solo_tackle_2_player_id","solo_tackle_1_player_name","solo_tackle_2_player_name","assist_tackle_1_player_id","assist_tackle_1_player_name","assist_tackle_1_team","assist_tackle_2_player_id","assist_tackle_2_player_name","assist_tackle_2_team","assist_tackle_3_player_id","assist_tackle_3_player_name","assist_tackle_3_team","assist_tackle_4_player_id","assist_tackle_4_player_name","assist_tackle_4_team","pass_defense_1_player_id","pass_defense_1_player_name","pass_defense_2_player_id","pass_defense_2_player_name","fumbled_1_team","fumbled_1_player_id","fumbled_1_player_name","fumbled_2_player_id","fumbled_2_player_name","fumbled_2_team","fumble_recovery_1_team","fumble_recovery_1_yards","fumble_recovery_1_player_id","fumble_recovery_1_player_name","fumble_recovery_2_team","fumble_recovery_2_yards","fumble_recovery_2_player_id","fumble_recovery_2_player_name","return_team","return_yards","penalty_team","penalty_player_id","penalty_player_name","penalty_yards","replay_or_challenge","replay_or_challenge_result","penalty_type","defensive_two_point_attempt","defensive_two_point_conv","defensive_extra_point_attempt","defensive_extra_point_conv"
"11","277",2019092210,"LAC","HOU","LAC","home","HOU","HOU",11,2019-09-22,631,1531,3331,"Half1",0,3,0,1,"2",0,"10:31","HOU 11",6,8,"(10:31) A.Ekeler up the middle to HOU 7 for 4 yards (B.Scarlett).","run",4,0,0,0,0,0,0,NA,NA,NA,NA,"middle",NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.000735741936845253,0.0268614077598629,3.40230631074047e-05,0.0417870528662064,0.441722093631544,0.00250756868776417,0.48635211205467,0,0,4.3614845631836,-0.321244238770834,3.22524184870056,-3.22524184870056,4.40936326810964,-4.40936326810964,-1.25004667323833,1.25004667323833,NA,NA,0,0,-1.53515316124558,1.53515316124558,0.285106488007254,-0.285106488007254,-1.53515316124558,1.53515316124558,0.285106488007254,-0.285106488007254,0.625226463186862,0.374773536813138,0.625226463186862,0.374773536813138,-0.0098711257820735,0.615355337404789,0.384644662595211,0.115616816741578,-0.115616816741578,-0.0347122188462103,0.0347122188462103,NA,NA,0,0,-0.0450629694636838,0.0450629694636838,0.0103507506174735,-0.0103507506174735,-0.0450629694636838,0.0450629694636838,0.0103507506174735,-0.0103507506174735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"00-0033699","A.Ekeler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOU",NA,"00-0032734",NA,"B.Scarlett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"12","298",2019092210,"LAC","HOU","LAC","home","HOU","HOU",7,2019-09-22,587,1487,3287,"Half1",0,3,1,1,"3",0,"09:47","HOU 7",2,15,"(9:47) (Shotgun) P.Rivers pass short left to K.Allen for 7 yards, TOUCHDOWN.","pass",7,1,0,1,0,0,0,"short","left",7,0,NA,NA,NA,NA,NA,NA,3,3,0,NA,"LAC",3,3,6,0,0,0,0,6,0,6,0.000823419362696716,0.0235069385120912,3.73625579248882e-05,0.0380117914352831,0.543676322345718,0.00234394448585647,0.39160022130043,0,0,4.04024032441277,2.95975967558723,6.18500152428779,-6.18500152428779,4.40936326810964,-4.40936326810964,1.7097130023489,-1.7097130023489,2.95975967558723,0,2.95975967558723,0,1.42460651434165,-1.42460651434165,0.285106488007254,-0.285106488007254,1.42460651434165,-1.42460651434165,0.285106488007254,-0.285106488007254,0.615355337404789,0.384644662595211,0.615355337404789,0.384644662595211,0.100201063293036,0.715556400697824,0.284443599302176,0.115616816741578,-0.115616816741578,0.0654888444468255,-0.0654888444468255,0.100201063293036,0,0.100201063293036,0,0.055138093829352,-0.055138093829352,0.0103507506174735,-0.0103507506174735,0.055138093829352,-0.055138093829352,0.0103507506174735,-0.0103507506174735,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0022942","P.Rivers","00-0030279","K.Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"13","323",2019092210,"LAC","HOU","LAC","home","HOU","HOU",15,2019-09-22,581,1481,3281,"Half1",0,3,1,1,NA,0,"09:41","HOU 15",0,15,"T.Long extra point is GOOD, Center-C.Mazza, Holder-T.Taylor.","extra_point",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,33,"good",NA,3,3,0,NA,NA,3,3,7,0,6,0,6,7,0,7,0,0,0,0,0,0,0,0.931114949971538,0,0.931114949971538,0.0688850500284619,6.25388657431625,-6.25388657431625,4.40936326810964,-4.40936326810964,1.7097130023489,-1.7097130023489,NA,NA,0,0,1.42460651434165,-1.42460651434165,0.285106488007254,-0.285106488007254,1.42460651434165,-1.42460651434165,0.285106488007254,-0.285106488007254,0.715556400697824,0.284443599302176,0.715556400697824,0.284443599302176,-0.0106173472780472,0.704939053419777,0.295060946580223,0.115616816741578,-0.115616816741578,0.0654888444468255,-0.0654888444468255,NA,NA,0,0,0.055138093829352,-0.055138093829352,0.0103507506174735,-0.0103507506174735,0.055138093829352,-0.055138093829352,0.0103507506174735,-0.0103507506174735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.Long","00-0031543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"14","339",2019092210,"LAC","HOU","HOU","away","LAC","LAC",35,2019-09-22,581,1481,3281,"Half1",0,4,0,1,NA,0,"09:41","LAC 35",0,0,"T.Long kicks 65 yards from LAC 35 to end zone, Touchback.","kickoff",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.00494174393906812,0.160153488152557,0.00435273352172681,0.247300339724355,0.234239574117958,0.00359409582689833,0.345418024717437,0,0,0.907564777458124,0,6.25388657431625,-6.25388657431625,4.40936326810964,-4.40936326810964,1.7097130023489,-1.7097130023489,NA,NA,0,0,1.42460651434165,-1.42460651434165,0.285106488007254,-0.285106488007254,1.42460651434165,-1.42460651434165,0.285106488007254,-0.285106488007254,0.295060946580223,0.704939053419777,0.704939053419777,0.295060946580223,0,0.704939053419777,0.295060946580223,0.115616816741578,-0.115616816741578,0.0654888444468255,-0.0654888444468255,NA,NA,0,0,0.055138093829352,-0.055138093829352,0.0103507506174735,-0.0103507506174735,0.055138093829352,-0.055138093829352,0.0103507506174735,-0.0103507506174735,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.Long","00-0031543",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"15","362",2019092210,"LAC","HOU","HOU","away","LAC","HOU",75,2019-09-22,581,1481,3281,"Half1",0,4,0,1,"1",0,"09:41","HOU 25",10,6,"(9:41) (Shotgun) D.Watson pass short right to D.Fells to HOU 31 for 6 yards (R.Teamer).","pass",6,1,0,1,0,0,0,"short","right",0,6,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.00494174393906812,0.160153488152557,0.00435273352172681,0.247300339724355,0.234239574117958,0.00359409582689833,0.345418024717437,0,0,0.907564777458124,0.30503454338565,5.9488520309306,-5.9488520309306,4.40936326810964,-4.40936326810964,1.40467845896325,-1.40467845896325,-0.766599335590421,1.07163387897607,-0.766599335590421,1.07163387897607,2.19120584993207,-2.19120584993207,-0.786527390968818,0.786527390968818,2.19120584993207,-2.19120584993207,-0.786527390968818,0.786527390968818,0.295060946580223,0.704939053419777,0.704939053419777,0.295060946580223,0.010576015972538,0.694363037447239,0.305636962552761,0.115616816741578,-0.115616816741578,0.0549128284742874,-0.0549128284742874,-0.024344441885103,0.0349204578576411,-0.024344441885103,0.0349204578576411,0.079482535714455,-0.079482535714455,-0.0245697072401676,0.0245697072401676,0.079482535714455,-0.079482535714455,-0.0245697072401676,0.0245697072401676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0033537","D.Watson","00-0029738","D.Fells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAC",NA,"00-0035437",NA,"R.Teamer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"16","386",2019092210,"LAC","HOU","HOU","away","LAC","HOU",69,2019-09-22,554,1454,3254,"Half1",0,4,0,1,"2",0,"09:14","HOU 31",4,-4,"(9:14) (Shotgun) C.Hyde up the middle to HOU 37 for 6 yards (J.Jones; J.Bosa). PENALTY on HOU-Z.Fulton, Offensive Holding, 10 yards, enforced at HOU 31 - No Play.","no_play",0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.00512754477183129,0.152391459544136,0.0029498969795009,0.231341357095286,0.235684578125402,0.00390537713218704,0.368599786351658,0,0,1.21259932084377,-1.62450021665031,7.5733522475809,-7.5733522475809,4.40936326810964,-4.40936326810964,1.40467845896325,-1.40467845896325,NA,NA,0,0,2.19120584993207,-2.19120584993207,-0.786527390968818,0.786527390968818,2.19120584993207,-2.19120584993207,-0.786527390968818,0.786527390968818,0.305636962552761,0.694363037447239,0.694363037447239,0.305636962552761,-0.0507579085118104,0.74512094595905,0.25487905404095,0.115616816741578,-0.115616816741578,0.0549128284742874,-0.0549128284742874,NA,NA,0,0,0.079482535714455,-0.079482535714455,-0.0245697072401676,0.0245697072401676,0.079482535714455,-0.079482535714455,-0.0245697072401676,0.0245697072401676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"HOU","00-0030997","Z.Fulton",10,0,NA,"Offensive Holding",0,0,0,0
"17","418",2019092210,"LAC","HOU","HOU","away","LAC","HOU",79,2019-09-22,523,1423,3223,"Half1",0,4,0,1,"2",0,"08:43","HOU 21",14,-4,"(8:43) (Shotgun) D.Watson pass incomplete short middle to D.Fells.","pass",0,1,0,1,0,0,0,"short","middle",4,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.00675517444447082,0.204237541138199,0.00787282601558682,0.317481099881352,0.196851112471603,0.00384879618952374,0.262953449859264,0,0,-0.411900895806532,-0.998953948318107,8.57230619589901,-8.57230619589901,4.40936326810964,-4.40936326810964,2.40363240728136,-2.40363240728136,-0.629346122840363,-0.369607825477744,0,0,2.19120584993207,-2.19120584993207,-0.786527390968818,0.786527390968818,2.82055197277243,-2.82055197277243,-0.416919565491073,0.416919565491073,0.25487905404095,0.74512094595905,0.74512094595905,0.25487905404095,-0.0283312743584783,0.773452220317528,0.226547779682472,0.115616816741578,-0.115616816741578,0.0832441028327657,-0.0832441028327657,-0.0181372198099943,-0.0101940545484839,0,0,0.079482535714455,-0.079482535714455,-0.0245697072401676,0.0245697072401676,0.0976197555244493,-0.0976197555244493,-0.0143756526916837,0.0143756526916837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"00-0033537","D.Watson","00-0029738","D.Fells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"18","441",2019092210,"LAC","HOU","HOU","away","LAC","HOU",79,2019-09-22,518,1418,3218,"Half1",0,4,0,1,"3",0,"08:38","HOU 21",14,11,"(8:38) (Shotgun) D.Watson scrambles left end ran ob at HOU 36 for 15 yards (M.Ingram).","run",15,1,0,1,0,0,1,NA,NA,NA,NA,"left","end",NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.0066468704079634,0.243755453823813,0.00847657903660784,0.372757930670913,0.152299863299175,0.00453450382236481,0.211528798939164,0,0,-1.41085484412464,3.34785273910112,5.22445345679789,-5.22445345679789,1.06151052900852,-1.06151052900852,2.40363240728136,-2.40363240728136,NA,NA,0,0,2.19120584993207,-2.19120584993207,-0.786527390968818,0.786527390968818,2.82055197277243,-2.82055197277243,-0.416919565491073,0.416919565491073,0.226547779682472,0.773452220317528,0.773452220317528,0.226547779682472,0.104851472877165,0.668600747440363,0.331399252559637,0.0107653438644136,-0.0107653438644136,0.0832441028327657,-0.0832441028327657,NA,NA,0,0,0.079482535714455,-0.079482535714455,-0.0245697072401676,0.0245697072401676,0.0976197555244493,-0.0976197555244493,-0.0143756526916837,0.0143756526916837,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"00-0033537","D.Watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAC",NA,"00-0029249",NA,"M.Ingram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"19","467",2019092210,"LAC","HOU","HOU","away","LAC","HOU",64,2019-09-22,492,1392,3192,"Half1",0,4,0,1,"1",0,"08:12","HOU 36",10,11,"(8:12) (Shotgun) C.Hyde left tackle to HOU 36 for no gain (D.Perryman).","run",0,1,0,0,0,0,0,NA,NA,NA,NA,"left","tackle",NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.00556902515250135,0.123570095385504,0.00172562582275157,0.189861428272314,0.274194303289361,0.00359002674527249,0.401489495332295,0,0,1.93699789497648,-0.697321711019731,5.92177516781762,-5.92177516781762,1.75883224002825,-1.75883224002825,2.40363240728136,-2.40363240728136,NA,NA,0,0,2.19120584993207,-2.19120584993207,-0.786527390968818,0.786527390968818,2.82055197277243,-2.82055197277243,-0.416919565491073,0.416919565491073,0.331399252559637,0.668600747440363,0.668600747440363,0.331399252559637,-0.0224507332035321,0.691051480643896,0.308948519356104,0.0332160770679457,-0.0332160770679457,0.0832441028327657,-0.0832441028327657,NA,NA,0,0,0.079482535714455,-0.079482535714455,-0.0245697072401676,0.0245697072401676,0.0976197555244493,-0.0976197555244493,-0.0143756526916837,0.0143756526916837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"00-0031045","C.Hyde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAC",NA,"00-0032103",NA,"D.Perryman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"20","488",2019092210,"LAC","HOU","HOU","away","LAC","HOU",64,2019-09-22,452,1352,3152,"Half1",0,4,0,1,"2",0,"07:32","HOU 36",10,13,"(7:32) (Shotgun) D.Watson pass short right to D.Hopkins to HOU 38 for 2 yards (C.Hayward) [D.King].","pass",2,1,0,1,0,0,0,"short","right",1,1,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.00688815794284656,0.145645407835712,0.00257470821642691,0.224899796845024,0.266043286310845,0.00394199141292883,0.350006651436216,0,0,1.23967618395675,-0.66818183704991,6.58995700486753,-6.58995700486753,1.75883224002825,-1.75883224002825,3.07181424433127,-3.07181424433127,-0.908333362053378,0.240151525003469,-0.908333362053378,0.240151525003469,3.09953921198545,-3.09953921198545,-1.02667891597229,1.02667891597229,3.72888533482581,-3.72888533482581,-0.657071090494542,0.657071090494542,0.308948519356104,0.691051480643896,0.691051480643896,0.308948519356104,-0.0213082056930445,0.71235968633694,0.28764031366306,0.0332160770679457,-0.0332160770679457,0.10455230852581,-0.10455230852581,-0.0295144837343292,0.00820627804128471,-0.0295144837343292,0.00820627804128471,0.108997019448784,-0.108997019448784,-0.0327759852814523,0.0327759852814523,0.127134239258779,-0.127134239258779,-0.0225819307329684,0.0225819307329684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0033537","D.Watson","00-0030564","D.Hopkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00-0033566","D.King",NA,NA,NA,NA,NA,NA,NA,NA,"LAC",NA,"00-0029261",NA,"C.Hayward",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
"21","512",2019092210,"LAC","HOU","HOU","away","LAC","HOU",62,2019-09-22,413,1313,3113,"Half1",0,4,0,1,"3",0,"06:53","HOU 38",8,24,"(6:53) (Shotgun) D.Watson pass short right to W.Fuller to HOU 49 for 11 yards (B.Facyson).","pass",11,1,0,1,0,0,0,"short","right",11,0,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,7,0,0,7,-7,0,7,-7,0.00805702367761053,0.168686023332656,0.00282292982740527,0.259686793818095,0.250283707633156,0.00461798831814501,0.305845533392932,0,0,0.57149434690684,2.38940475175493,4.2005522531126,-4.2005522531126,1.75883224002825,-1.75883224002825,0.682409492576334,-0.682409492576334,2.38940475175493,0,2.38940475175493,0,0.710134460230513,-0.710134460230513,-1.02667891597229,1.02667891597229,1.33948058307088,-1.33948058307088,-0.657071090494542,0.657071090494542,0.28764031366306,0.71235968633694,0.71235968633694,0.28764031366306,0.0804519937997933,0.631907692537147,0.368092307462853,0.0332160770679457,-0.0332160770679457,0.0241003147260169,-0.0241003147260169,0.0804519937997933,0,0.0804519937997933,0,0.0285450256489909,-0.0285450256489909,-0.0327759852814523,0.0327759852814523,0.0466822454589852,-0.0466822454589852,-0.0225819307329684,0.0225819307329684,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"00-0033537","D.Watson","00-0033127","W.Fuller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAC",NA,"00-0034545",NA,"B.Facyson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
